Zins/Laufzeit;Produkt;Effektivzins;Laufzeit;Faktor;Nominalzins
0,9|36|;9;0,9;36;1,39;0,9
0,9|37|;9;0,9;37;1,424;0,9
0,9|38|;9;0,9;38;1,46;0,9
0,9|39|;9;0,9;39;1,501;0,9
0,9|40|;9;0,9;40;1,536;0,9
0,9|41|;9;0,9;41;1,573;0,9
0,9|42|;9;0,9;42;1,614;0,9
0,9|43|;9;0,9;43;1,652;0,9
0,9|44|;9;0,9;44;1,692;0,9
0,9|45|;9;0,9;45;1,727;0,9
0,9|46|;9;0,9;46;1,761;0,9
0,9|47|;9;0,9;47;1,802;0,9
0,9|48|;9;0,9;48;1,836;0,9
0,9|49|;9;0,9;49;1,88;0,9
0,9|50|;9;0,9;50;1,92;0,9
0,9|51|;9;0,9;51;1,949;0,9
0,9|52|;9;0,9;52;1,992;0,9
0,9|53|;9;0,9;53;2,025;0,9
0,9|54|;9;0,9;54;2,07;0,9
0,9|55|;9;0,9;55;2,102;0,9
0,9|56|;9;0,9;56;2,144;0,9
0,9|57|;9;0,9;57;2,178;0,9
0,9|58|;9;0,9;58;2,219;0,9
0,9|59|;9;0,9;59;2,258;0,9
0,9|60|;9;0,9;60;2,3;0,9
0,9|61|;9;0,9;61;2,333;0,9
0,9|62|;9;0,9;62;2,374;0,9
0,9|63|;9;0,9;63;2,412;0,9
0,9|64|;9;0,9;64;2,451;0,9
0,9|65|;9;0,9;65;2,479;0,9
0,9|66|;9;0,9;66;2,524;0,9
0,9|67|;9;0,9;67;2,563;0,9
0,9|68|;9;0,9;68;2,598;0,9
0,9|69|;9;0,9;69;2,63;0,9
0,9|70|;9;0,9;70;2,676;0,9
0,9|71|;9;0,9;71;2,708;0,9
0,9|72|;9;0,9;72;2,744;0,9
1|6|;9;1;6;0,29;1
1|7|;9;1;7;0,332;1
1|8|;9;1;8;0,374;1
1|9|;9;1;9;0,414;1
1|10|;9;1;10;0,456;1
1|11|;9;1;11;0,498;1
1|12|;9;1;12;0,54;1
1|13|;9;1;13;0,581;1
1|14|;9;1;14;0,623;1
1|15|;9;1;15;0,665;1
1|16|;9;1;16;0,707;1
1|17|;9;1;17;0,748;1
1|18|;9;1;18;0,789;1
1|19|;9;1;19;0,833;1
1|20|;9;1;20;0,872;1
1|21|;9;1;21;0,913;1
1|22|;9;1;22;0,958;1
1|23|;9;1;23;0,997;1
1|24|;9;1;24;1,04;1
1|25|;9;1;25;1,08;1
1|26|;9;1;26;1,124;1
1|27|;9;1;27;1,163;1
1|28|;9;1;28;1,208;1
1|29|;9;1;29;1,25;1
1|30|;9;1;30;1,292;1
1|31|;9;1;31;1,332;1
1|32|;9;1;32;1,376;1
1|33|;9;1;33;1,415;1
1|34|;9;1;34;1,456;1
1|35|;9;1;35;1,5;1
1|36|;9;1;36;1,541;1
1|37|;9;1;37;1,587;1
1|38|;9;1;38;1,627;1
1|39|;9;1;39;1,665;1
1|40|;9;1;40;1,712;1
1|41|;9;1;41;1,753;1
1|42|;9;1;42;1,791;1
1|43|;9;1;43;1,832;1
1|44|;9;1;44;1,877;1
1|45|;9;1;45;1,916;1
1|46|;9;1;46;1,963;1
1|47|;9;1;47;1,999;1
1|48|;9;1;48;2,048;1
1|49|;9;1;49;2,086;1
1|50|;9;1;50;2,13;1
1|51|;9;1;51;2,173;1
1|52|;9;1;52;2,211;1
1|53|;9;1;53;2,258;1
1|54|;9;1;54;2,297;1
1|55|;9;1;55;2,344;1
1|56|;9;1;56;2,379;1
1|57|;9;1;57;2,429;1
1|58|;9;1;58;2,462;1
1|59|;9;1;59;2,506;1
1|60|;9;1;60;2,552;1
1|61|;9;1;61;2,589;1
1|62|;9;1;62;2,634;1
1|63|;9;1;63;2,677;1
1|64|;9;1;64;2,72;1
1|65|;9;1;65;2,765;1
1|66|;9;1;66;2,801;1
1|67|;9;1;67;2,845;1
1|68|;9;1;68;2,884;1
1|69|;9;1;69;2,934;1
1|70|;9;1;70;2,97;1
1|71|;9;1;71;3,021;1
1|72|;9;1;72;3,06;1
1,1|6|;9;1,1;6;0,32;1,1
1,1|7|;9;1,1;7;0,364;1,1
1,1|8|;9;1,1;8;0,411;1,1
1,1|9|;9;1,1;9;0,456;1,1
1,1|10|;9;1,1;10;0,502;1,1
1,1|11|;9;1,1;11;0,548;1,1
1,1|12|;9;1,1;12;0,593;1,1
1,1|13|;9;1,1;13;0,64;1,1
1,1|14|;9;1,1;14;0,685;1,1
1,1|15|;9;1,1;15;0,731;1,1
1,1|16|;9;1,1;16;0,777;1,1
1,1|17|;9;1,1;17;0,823;1,1
1,1|18|;9;1,1;18;0,868;1,1
1,1|19|;9;1,1;19;0,912;1,1
1,1|20|;9;1,1;20;0,96;1,1
1,1|21|;9;1,1;21;1,005;1,1
1,1|22|;9;1,1;22;1,05;1,1
1,1|23|;9;1,1;23;1,098;1,1
1,1|24|;9;1,1;24;1,145;1,1
1,1|25|;9;1,1;25;1,19;1,1
1,1|26|;9;1,1;26;1,233;1,1
1,1|27|;9;1,1;27;1,282;1,1
1,1|28|;9;1,1;28;1,326;1,1
1,1|29|;9;1,1;29;1,372;1,1
1,1|30|;9;1,1;30;1,418;1,1
1,1|31|;9;1,1;31;1,463;1,1
1,1|32|;9;1,1;32;1,51;1,1
1,1|33|;9;1,1;33;1,56;1,1
1,1|34|;9;1,1;34;1,605;1,1
1,1|35|;9;1,1;35;1,647;1,1
1,1|36|;9;1,1;36;1,692;1,1
1,1|37|;9;1,1;37;1,742;1,1
1,1|38|;9;1,1;38;1,786;1,1
1,1|39|;9;1,1;39;1,836;1,1
1,1|40|;9;1,1;40;1,88;1,1
1,1|41|;9;1,1;41;1,926;1,1
1,1|42|;9;1,1;42;1,976;1,1
1,1|43|;9;1,1;43;2,021;1,1
1,1|44|;9;1,1;44;2,062;1,1
1,1|45|;9;1,1;45;2,114;1,1
1,1|46|;9;1,1;46;2,156;1,1
1,1|47|;9;1,1;47;2,206;1,1
1,1|48|;9;1,1;48;2,249;1,1
1,1|49|;9;1,1;49;2,292;1,1
1,1|50|;9;1,1;50;2,34;1,1
1,1|51|;9;1,1;51;2,387;1,1
1,1|52|;9;1,1;52;2,44;1,1
1,1|53|;9;1,1;53;2,48;1,1
1,1|54|;9;1,1;54;2,524;1,1
1,1|55|;9;1,1;55;2,575;1,1
1,1|56|;9;1,1;56;2,625;1,1
1,1|57|;9;1,1;57;2,668;1,1
1,1|58|;9;1,1;58;2,718;1,1
1,1|59|;9;1,1;59;2,766;1,1
1,1|60|;9;1,1;60;2,804;1,1
1,1|61|;9;1,1;61;2,858;1,1
1,1|62|;9;1,1;62;2,895;1,1
1,1|63|;9;1,1;63;2,942;1,1
1,1|64|;9;1,1;64;2,988;1,1
1,1|65|;9;1,1;65;3,038;1,1
1,1|66|;9;1,1;66;3,092;1,1
1,1|67|;9;1,1;67;3,126;1,1
1,1|68|;9;1,1;68;3,183;1,1
1,1|69|;9;1,1;69;3,224;1,1
1,1|70|;9;1,1;70;3,278;1,1
1,1|71|;9;1,1;71;3,319;1,1
1,1|72|;9;1,1;72;3,363;1,1
1,2|6|;9;1,2;6;0,348;1,2
1,2|7|;9;1,2;7;0,398;1,2
1,2|8|;9;1,2;8;0,448;1,2
1,2|9|;9;1,2;9;0,497;1,2
1,2|10|;9;1,2;10;0,548;1,2
1,2|11|;9;1,2;11;0,597;1,2
1,2|12|;9;1,2;12;0,648;1,2
1,2|13|;9;1,2;13;0,698;1,2
1,2|14|;9;1,2;14;0,746;1,2
1,2|15|;9;1,2;15;0,797;1,2
1,2|16|;9;1,2;16;0,848;1,2
1,2|17|;9;1,2;17;0,898;1,2
1,2|18|;9;1,2;18;0,947;1,2
1,2|19|;9;1,2;19;0,996;1,2
1,2|20|;9;1,2;20;1,048;1,2
1,2|21|;9;1,2;21;1,098;1,2
1,2|22|;9;1,2;22;1,147;1,2
1,2|23|;9;1,2;23;1,2;1,2
1,2|24|;9;1,2;24;1,246;1,2
1,2|25|;9;1,2;25;1,3;1,2
1,2|26|;9;1,2;26;1,348;1,2
1,2|27|;9;1,2;27;1,395;1,2
1,2|28|;9;1,2;28;1,449;1,2
1,2|29|;9;1,2;29;1,5;1,2
1,2|30|;9;1,2;30;1,55;1,2
1,2|31|;9;1,2;31;1,599;1,2
1,2|32|;9;1,2;32;1,651;1,2
1,2|33|;9;1,2;33;1,699;1,2
1,2|34|;9;1,2;34;1,748;1,2
1,2|35|;9;1,2;35;1,801;1,2
1,2|36|;9;1,2;36;1,851;1,2
1,2|37|;9;1,2;37;1,898;1,2
1,2|38|;9;1,2;38;1,954;1,2
1,2|39|;9;1,2;39;2;1,2
1,2|40|;9;1,2;40;2,048;1,2
1,2|41|;9;1,2;41;2,106;1,2
1,2|42|;9;1,2;42;2,152;1,2
1,2|43|;9;1,2;43;2,202;1,2
1,2|44|;9;1,2;44;2,256;1,2
1,2|45|;9;1,2;45;2,303;1,2
1,2|46|;9;1,2;46;2,35;1,2
1,2|47|;9;1,2;47;2,403;1,2
1,2|48|;9;1,2;48;2,451;1,2
1,2|49|;9;1,2;49;2,508;1,2
1,2|50|;9;1,2;50;2,56;1,2
1,2|51|;9;1,2;51;2,612;1,2
1,2|52|;9;1,2;52;2,658;1,2
1,2|53|;9;1,2;53;2,703;1,2
1,2|54|;9;1,2;54;2,762;1,2
1,2|55|;9;1,2;55;2,806;1,2
1,2|56|;9;1,2;56;2,86;1,2
1,2|57|;9;1,2;57;2,907;1,2
1,2|58|;9;1,2;58;2,961;1,2
1,2|59|;9;1,2;59;3,014;1,2
1,2|60|;9;1,2;60;3,068;1,2
1,2|61|;9;1,2;61;3,114;1,2
1,2|62|;9;1,2;62;3,168;1,2
1,2|63|;9;1,2;63;3,219;1,2
1,2|64|;9;1,2;64;3,27;1,2
1,2|65|;9;1,2;65;3,311;1,2
1,2|66|;9;1,2;66;3,369;1,2
1,2|67|;9;1,2;67;3,421;1,2
1,2|68|;9;1,2;68;3,468;1,2
1,2|69|;9;1,2;69;3,513;1,2
1,2|70|;9;1,2;70;3,572;1,2
1,2|71|;9;1,2;71;3,617;1,2
1,2|72|;9;1,2;72;3,665;1,2
1,3|6|;9;1,3;6;0,377;1,3
1,3|7|;9;1,3;7;0,431;1,3
1,3|8|;9;1,3;8;0,484;1,3
1,3|9|;9;1,3;9;0,539;1,3
1,3|10|;9;1,3;10;0,594;1,3
1,3|11|;9;1,3;11;0,647;1,3
1,3|12|;9;1,3;12;0,701;1,3
1,3|13|;9;1,3;13;0,755;1,3
1,3|14|;9;1,3;14;0,808;1,3
1,3|15|;9;1,3;15;0,863;1,3
1,3|16|;9;1,3;16;0,918;1,3
1,3|17|;9;1,3;17;0,973;1,3
1,3|18|;9;1,3;18;1,026;1,3
1,3|19|;9;1,3;19;1,08;1,3
1,3|20|;9;1,3;20;1,136;1,3
1,3|21|;9;1,3;21;1,19;1,3
1,3|22|;9;1,3;22;1,244;1,3
1,3|23|;9;1,3;23;1,296;1,3
1,3|24|;9;1,3;24;1,352;1,3
1,3|25|;9;1,3;25;1,405;1,3
1,3|26|;9;1,3;26;1,462;1,3
1,3|27|;9;1,3;27;1,514;1,3
1,3|28|;9;1,3;28;1,567;1,3
1,3|29|;9;1,3;29;1,621;1,3
1,3|30|;9;1,3;30;1,676;1,3
1,3|31|;9;1,3;31;1,729;1,3
1,3|32|;9;1,3;32;1,785;1,3
1,3|33|;9;1,3;33;1,838;1,3
1,3|34|;9;1,3;34;1,898;1,3
1,3|35|;9;1,3;35;1,948;1,3
1,3|36|;9;1,3;36;2,002;1,3
1,3|37|;9;1,3;37;2,06;1,3
1,3|38|;9;1,3;38;2,113;1,3
1,3|39|;9;1,3;39;2,172;1,3
1,3|40|;9;1,3;40;2,224;1,3
1,3|41|;9;1,3;41;2,278;1,3
1,3|42|;9;1,3;42;2,328;1,3
1,3|43|;9;1,3;43;2,383;1,3
1,3|44|;9;1,3;44;2,44;1,3
1,3|45|;9;1,3;45;2,492;1,3
1,3|46|;9;1,3;46;2,552;1,3
1,3|47|;9;1,3;47;2,61;1,3
1,3|48|;9;1,3;48;2,662;1,3
1,3|49|;9;1,3;49;2,713;1,3
1,3|50|;9;1,3;50;2,77;1,3
1,3|51|;9;1,3;51;2,826;1,3
1,3|52|;9;1,3;52;2,876;1,3
1,3|53|;9;1,3;53;2,936;1,3
1,3|54|;9;1,3;54;2,988;1,3
1,3|55|;9;1,3;55;3,048;1,3
1,3|56|;9;1,3;56;3,096;1,3
1,3|57|;9;1,3;57;3,158;1,3
1,3|58|;9;1,3;58;3,205;1,3
1,3|59|;9;1,3;59;3,261;1,3
1,3|60|;9;1,3;60;3,32;1,3
1,3|61|;9;1,3;61;3,37;1,3
1,3|62|;9;1,3;62;3,428;1,3
1,3|63|;9;1,3;63;3,483;1,3
1,3|64|;9;1,3;64;3,539;1,3
1,3|65|;9;1,3;65;3,597;1,3
1,3|66|;9;1,3;66;3,646;1,3
1,3|67|;9;1,3;67;3,702;1,3
1,3|68|;9;1,3;68;3,754;1,3
1,3|69|;9;1,3;69;3,817;1,3
1,3|70|;9;1,3;70;3,866;1,3
1,3|71|;9;1,3;71;3,929;1,3
1,3|72|;9;1,3;72;3,982;1,3
1,4|6|;9;1,4;6;0,406;1,4
1,4|7|;9;1,4;7;0,464;1,4
1,4|8|;9;1,4;8;0,521;1,4
1,4|9|;9;1,4;9;0,58;1,4
1,4|10|;9;1,4;10;0,638;1,4
1,4|11|;9;1,4;11;0,696;1,4
1,4|12|;9;1,4;12;0,754;1,4
1,4|13|;9;1,4;13;0,812;1,4
1,4|14|;9;1,4;14;0,872;1,4
1,4|15|;9;1,4;15;0,929;1,4
1,4|16|;9;1,4;16;0,988;1,4
1,4|17|;9;1,4;17;1,048;1,4
1,4|18|;9;1,4;18;1,106;1,4
1,4|19|;9;1,4;19;1,163;1,4
1,4|20|;9;1,4;20;1,22;1,4
1,4|21|;9;1,4;21;1,278;1,4
1,4|22|;9;1,4;22;1,336;1,4
1,4|23|;9;1,4;23;1,397;1,4
1,4|24|;9;1,4;24;1,457;1,4
1,4|25|;9;1,4;25;1,515;1,4
1,4|26|;9;1,4;26;1,571;1,4
1,4|27|;9;1,4;27;1,633;1,4
1,4|28|;9;1,4;28;1,69;1,4
1,4|29|;9;1,4;29;1,749;1,4
1,4|30|;9;1,4;30;1,808;1,4
1,4|31|;9;1,4;31;1,866;1,4
1,4|32|;9;1,4;32;1,926;1,4
1,4|33|;9;1,4;33;1,983;1,4
1,4|34|;9;1,4;34;2,04;1,4
1,4|35|;9;1,4;35;2,102;1,4
1,4|36|;9;1,4;36;2,16;1,4
1,4|37|;9;1,4;37;2,216;1,4
1,4|38|;9;1,4;38;2,273;1,4
1,4|39|;9;1,4;39;2,336;1,4
1,4|40|;9;1,4;40;2,392;1,4
1,4|41|;9;1,4;41;2,45;1,4
1,4|42|;9;1,4;42;2,513;1,4
1,4|43|;9;1,4;43;2,572;1,4
1,4|44|;9;1,4;44;2,625;1,4
1,4|45|;9;1,4;45;2,69;1,4
1,4|46|;9;1,4;46;2,745;1,4
1,4|47|;9;1,4;47;2,807;1,4
1,4|48|;9;1,4;48;2,864;1,4
1,4|49|;9;1,4;49;2,929;1,4
1,4|50|;9;1,4;50;2,98;1,4
1,4|51|;9;1,4;51;3,04;1,4
1,4|52|;9;1,4;52;3,105;1,4
1,4|53|;9;1,4;53;3,159;1,4
1,4|54|;9;1,4;54;3,215;1,4
1,4|55|;9;1,4;55;3,279;1,4
1,4|56|;9;1,4;56;3,342;1,4
1,4|57|;9;1,4;57;3,398;1,4
1,4|58|;9;1,4;58;3,46;1,4
1,4|59|;9;1,4;59;3,521;1,4
1,4|60|;9;1,4;60;3,572;1,4
1,4|61|;9;1,4;61;3,639;1,4
1,4|62|;9;1,4;62;3,688;1,4
1,4|63|;9;1,4;63;3,748;1,4
1,4|64|;9;1,4;64;3,808;1,4
1,4|65|;9;1,4;65;3,87;1,4
1,4|66|;9;1,4;66;3,936;1,4
1,4|67|;9;1,4;67;3,997;1,4
1,4|68|;9;1,4;68;4,053;1,4
1,4|69|;9;1,4;69;4,107;1,4
1,4|70|;9;1,4;70;4,174;1,4
1,4|71|;9;1,4;71;4,228;1,4
1,4|72|;9;1,4;72;4,284;1,4
1,5|6|;9;1,5;6;0,435;1,5
1,5|7|;9;1,5;7;0,497;1,5
1,5|8|;9;1,5;8;0,56;1,5
1,5|9|;9;1,5;9;0,621;1,5
1,5|10|;9;1,5;10;0,684;1,5
1,5|11|;9;1,5;11;0,746;1,5
1,5|12|;9;1,5;12;0,809;1,5
1,5|13|;9;1,5;13;0,872;1,5
1,5|14|;9;1,5;14;0,934;1,5
1,5|15|;9;1,5;15;0,995;1,5
1,5|16|;9;1,5;16;1,059;1,5
1,5|17|;9;1,5;17;1,119;1,5
1,5|18|;9;1,5;18;1,185;1,5
1,5|19|;9;1,5;19;1,247;1,5
1,5|20|;9;1,5;20;1,308;1,5
1,5|21|;9;1,5;21;1,371;1,5
1,5|22|;9;1,5;22;1,433;1,5
1,5|23|;9;1,5;23;1,494;1,5
1,5|24|;9;1,5;24;1,558;1,5
1,5|25|;9;1,5;25;1,62;1,5
1,5|26|;9;1,5;26;1,686;1,5
1,5|27|;9;1,5;27;1,746;1,5
1,5|28|;9;1,5;28;1,808;1,5
1,5|29|;9;1,5;29;1,871;1,5
1,5|30|;9;1,5;30;1,934;1,5
1,5|31|;9;1,5;31;1,996;1,5
1,5|32|;9;1,5;32;2,06;1,5
1,5|33|;9;1,5;33;2,121;1,5
1,5|34|;9;1,5;34;2,19;1,5
1,5|35|;9;1,5;35;2,249;1,5
1,5|36|;9;1,5;36;2,312;1,5
1,5|37|;9;1,5;37;2,379;1,5
1,5|38|;9;1,5;38;2,44;1,5
1,5|39|;9;1,5;39;2,499;1,5
1,5|40|;9;1,5;40;2,568;1,5
1,5|41|;9;1,5;41;2,631;1,5
1,5|42|;9;1,5;42;2,69;1,5
1,5|43|;9;1,5;43;2,752;1,5
1,5|44|;9;1,5;44;2,819;1,5
1,5|45|;9;1,5;45;2,879;1,5
1,5|46|;9;1,5;46;2,948;1,5
1,5|47|;9;1,5;47;3,005;1,5
1,5|48|;9;1,5;48;3,075;1,5
1,5|49|;9;1,5;49;3,135;1,5
1,5|50|;9;1,5;50;3,2;1,5
1,5|51|;9;1,5;51;3,264;1,5
1,5|52|;9;1,5;52;3,324;1,5
1,5|53|;9;1,5;53;3,392;1,5
1,5|54|;9;1,5;54;3,453;1,5
1,5|55|;9;1,5;55;3,51;1,5
1,5|56|;9;1,5;56;3,577;1,5
1,5|57|;9;1,5;57;3,637;1,5
1,5|58|;9;1,5;58;3,704;1,5
1,5|59|;9;1,5;59;3,769;1,5
1,5|60|;9;1,5;60;3,836;1,5
1,5|61|;9;1,5;61;3,895;1,5
1,5|62|;9;1,5;62;3,961;1,5
1,5|63|;9;1,5;63;4,025;1,5
1,5|64|;9;1,5;64;4,089;1,5
1,5|65|;9;1,5;65;4,156;1,5
1,5|66|;9;1,5;66;4,214;1,5
1,5|67|;9;1,5;67;4,278;1,5
1,5|68|;9;1,5;68;4,339;1,5
1,5|69|;9;1,5;69;4,41;1,5
1,5|70|;9;1,5;70;4,468;1,5
1,5|71|;9;1,5;71;4,54;1,5
1,5|72|;9;1,5;72;4,601;1,5
1,6|6|;9;1,6;6;0,464;1,6
1,6|7|;9;1,6;7;0,529;1,6
1,6|8|;9;1,6;8;0,596;1,6
1,6|9|;9;1,6;9;0,663;1,6
1,6|10|;9;1,6;10;0,73;1,6
1,6|11|;9;1,6;11;0,795;1,6
1,6|12|;9;1,6;12;0,862;1,6
1,6|13|;9;1,6;13;0,929;1,6
1,6|14|;9;1,6;14;0,996;1,6
1,6|15|;9;1,6;15;1,061;1,6
1,6|16|;9;1,6;16;1,129;1,6
1,6|17|;9;1,6;17;1,194;1,6
1,6|18|;9;1,6;18;1,26;1,6
1,6|19|;9;1,6;19;1,33;1,6
1,6|20|;9;1,6;20;1,396;1,6
1,6|21|;9;1,6;21;1,463;1,6
1,6|22|;9;1,6;22;1,53;1,6
1,6|23|;9;1,6;23;1,595;1,6
1,6|24|;9;1,6;24;1,664;1,6
1,6|25|;9;1,6;25;1,73;1,6
1,6|26|;9;1,6;26;1,795;1,6
1,6|27|;9;1,6;27;1,865;1,6
1,6|28|;9;1,6;28;1,931;1,6
1,6|29|;9;1,6;29;1,998;1,6
1,6|30|;9;1,6;30;2,066;1,6
1,6|31|;9;1,6;31;2,132;1,6
1,6|32|;9;1,6;32;2,201;1,6
1,6|33|;9;1,6;33;2,267;1,6
1,6|34|;9;1,6;34;2,333;1,6
1,6|35|;9;1,6;35;2,403;1,6
1,6|36|;9;1,6;36;2,47;1,6
1,6|37|;9;1,6;37;2,534;1,6
1,6|38|;9;1,6;38;2,6;1,6
1,6|39|;9;1,6;39;2,671;1,6
1,6|40|;9;1,6;40;2,736;1,6
1,6|41|;9;1,6;41;2,803;1,6
1,6|42|;9;1,6;42;2,874;1,6
1,6|43|;9;1,6;43;2,942;1,6
1,6|44|;9;1,6;44;3,004;1,6
1,6|45|;9;1,6;45;3,077;1,6
1,6|46|;9;1,6;46;3,141;1,6
1,6|47|;9;1,6;47;3,212;1,6
1,6|48|;9;1,6;48;3,276;1,6
1,6|49|;9;1,6;49;3,341;1,6
1,6|50|;9;1,6;50;3,41;1,6
1,6|51|;9;1,6;51;3,479;1,6
1,6|52|;9;1,6;52;3,542;1,6
1,6|53|;9;1,6;53;3,615;1,6
1,6|54|;9;1,6;54;3,68;1,6
1,6|55|;9;1,6;55;3,752;1,6
1,6|56|;9;1,6;56;3,812;1,6
1,6|57|;9;1,6;57;3,888;1,6
1,6|58|;9;1,6;58;3,959;1,6
1,6|59|;9;1,6;59;4,017;1,6
1,6|60|;9;1,6;60;4,088;1,6
1,6|61|;9;1,6;61;4,163;1,6
1,6|62|;9;1,6;62;4,222;1,6
1,6|63|;9;1,6;63;4,29;1,6
1,6|64|;9;1,6;64;4,358;1,6
1,6|65|;9;1,6;65;4,429;1,6
1,6|66|;9;1,6;66;4,491;1,6
1,6|67|;9;1,6;67;4,56;1,6
1,6|68|;9;1,6;68;4,638;1,6
1,6|69|;9;1,6;69;4,7;1,6
1,6|70|;9;1,6;70;4,776;1,6
1,6|71|;9;1,6;71;4,838;1,6
1,6|72|;9;1,6;72;4,904;1,6
1,7|6|;9;1,7;6;0,492;1,7
1,7|7|;9;1,7;7;0,563;1,7
1,7|8|;9;1,7;8;0,633;1,7
1,7|9|;9;1,7;9;0,704;1,7
1,7|10|;9;1,7;10;0,774;1,7
1,7|11|;9;1,7;11;0,845;1,7
1,7|12|;9;1,7;12;0,915;1,7
1,7|13|;9;1,7;13;0,986;1,7
1,7|14|;9;1,7;14;1,057;1,7
1,7|15|;9;1,7;15;1,127;1,7
1,7|16|;9;1,7;16;1,2;1,7
1,7|17|;9;1,7;17;1,269;1,7
1,7|18|;9;1,7;18;1,34;1,7
1,7|19|;9;1,7;19;1,41;1,7
1,7|20|;9;1,7;20;1,484;1,7
1,7|21|;9;1,7;21;1,551;1,7
1,7|22|;9;1,7;22;1,622;1,7
1,7|23|;9;1,7;23;1,696;1,7
1,7|24|;9;1,7;24;1,764;1,7
1,7|25|;9;1,7;25;1,84;1,7
1,7|26|;9;1,7;26;1,909;1,7
1,7|27|;9;1,7;27;1,979;1,7
1,7|28|;9;1,7;28;2,048;1,7
1,7|29|;9;1,7;29;2,12;1,7
1,7|30|;9;1,7;30;2,192;1,7
1,7|31|;9;1,7;31;2,262;1,7
1,7|32|;9;1,7;32;2,336;1,7
1,7|33|;9;1,7;33;2,405;1,7
1,7|34|;9;1,7;34;2,476;1,7
1,7|35|;9;1,7;35;2,55;1,7
1,7|36|;9;1,7;36;2,621;1,7
1,7|37|;9;1,7;37;2,689;1,7
1,7|38|;9;1,7;38;2,767;1,7
1,7|39|;9;1,7;39;2,835;1,7
1,7|40|;9;1,7;40;2,912;1,7
1,7|41|;9;1,7;41;2,983;1,7
1,7|42|;9;1,7;42;3,051;1,7
1,7|43|;9;1,7;43;3,122;1,7
1,7|44|;9;1,7;44;3,197;1,7
1,7|45|;9;1,7;45;3,266;1,7
1,7|46|;9;1,7;46;3,334;1,7
1,7|47|;9;1,7;47;3,409;1,7
1,7|48|;9;1,7;48;3,478;1,7
1,7|49|;9;1,7;49;3,556;1,7
1,7|50|;9;1,7;50;3,63;1,7
1,7|51|;9;1,7;51;3,693;1,7
1,7|52|;9;1,7;52;3,771;1,7
1,7|53|;9;1,7;53;3,837;1,7
1,7|54|;9;1,7;54;3,917;1,7
1,7|55|;9;1,7;55;3,983;1,7
1,7|56|;9;1,7;56;4,059;1,7
1,7|57|;9;1,7;57;4,127;1,7
1,7|58|;9;1,7;58;4,202;1,7
1,7|59|;9;1,7;59;4,276;1,7
1,7|60|;9;1,7;60;4,352;1,7
1,7|61|;9;1,7;61;4,419;1,7
1,7|62|;9;1,7;62;4,494;1,7
1,7|63|;9;1,7;63;4,567;1,7
1,7|64|;9;1,7;64;4,64;1,7
1,7|65|;9;1,7;65;4,702;1,7
1,7|66|;9;1,7;66;4,781;1,7
1,7|67|;9;1,7;67;4,855;1,7
1,7|68|;9;1,7;68;4,924;1,7
1,7|69|;9;1,7;69;5,004;1,7
1,7|70|;9;1,7;70;5,07;1,7
1,7|71|;9;1,7;71;5,136;1,7
1,7|72|;9;1,7;72;5,22;1,7
1,8|6|;9;1,8;6;0,521;1,8
1,8|7|;9;1,8;7;0,595;1,8
1,8|8|;9;1,8;8;0,67;1,8
1,8|9|;9;1,8;9;0,746;1,8
1,8|10|;9;1,8;10;0,82;1,8
1,8|11|;9;1,8;11;0,894;1,8
1,8|12|;9;1,8;12;0,97;1,8
1,8|13|;9;1,8;13;1,043;1,8
1,8|14|;9;1,8;14;1,119;1,8
1,8|15|;9;1,8;15;1,193;1,8
1,8|16|;9;1,8;16;1,27;1,8
1,8|17|;9;1,8;17;1,343;1,8
1,8|18|;9;1,8;18;1,419;1,8
1,8|19|;9;1,8;19;1,494;1,8
1,8|20|;9;1,8;20;1,568;1,8
1,8|21|;9;1,8;21;1,644;1,8
1,8|22|;9;1,8;22;1,719;1,8
1,8|23|;9;1,8;23;1,793;1,8
1,8|24|;9;1,8;24;1,87;1,8
1,8|25|;9;1,8;25;1,945;1,8
1,8|26|;9;1,8;26;2,018;1,8
1,8|27|;9;1,8;27;2,097;1,8
1,8|28|;9;1,8;28;2,172;1,8
1,8|29|;9;1,8;29;2,248;1,8
1,8|30|;9;1,8;30;2,324;1,8
1,8|31|;9;1,8;31;2,399;1,8
1,8|32|;9;1,8;32;2,476;1,8
1,8|33|;9;1,8;33;2,55;1,8
1,8|34|;9;1,8;34;2,625;1,8
1,8|35|;9;1,8;35;2,704;1,8
1,8|36|;9;1,8;36;2,772;1,8
1,8|37|;9;1,8;37;2,852;1,8
1,8|38|;9;1,8;38;2,926;1,8
1,8|39|;9;1,8;39;3,006;1,8
1,8|40|;9;1,8;40;3,08;1,8
1,8|41|;9;1,8;41;3,156;1,8
1,8|42|;9;1,8;42;3,227;1,8
1,8|43|;9;1,8;43;3,303;1,8
1,8|44|;9;1,8;44;3,382;1,8
1,8|45|;9;1,8;45;3,455;1,8
1,8|46|;9;1,8;46;3,536;1,8
1,8|47|;9;1,8;47;3,606;1,8
1,8|48|;9;1,8;48;3,689;1,8
1,8|49|;9;1,8;49;3,762;1,8
1,8|50|;9;1,8;50;3,84;1,8
1,8|51|;9;1,8;51;3,917;1,8
1,8|52|;9;1,8;52;3,989;1,8
1,8|53|;9;1,8;53;4,07;1,8
1,8|54|;9;1,8;54;4,144;1,8
1,8|55|;9;1,8;55;4,225;1,8
1,8|56|;9;1,8;56;4,294;1,8
